SourcePort,DestinationPort,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
52742,443,0.15541,1718,11054.62969,7411,47686.76404,234126.0251,483.8657098,351.1153846,129.5,54,1.374030315,0.614045134,1.378081768,0.001067941,0.032679372,0.068209346,0.0609,0.087941,0.671005508,-0.603795385,0.479104017,0.000154883,0.012445183,0.013210571,0.010833,2.3e-05,0.573130521,1.059652662,0.942062438,Benign
52742,443,0.027001,55,2036.961594,66,2444.353913,30.25,5.5,60.5,60.5,55,0.0,1.0,0.090909091,0.000182264,0.0135005,0.0135005,0.0135005,0.0,0.0,1.0,1.0,0.0,0.0,0.027001,0.027001,0.027001,-10.0,-10.0,0.0,Benign
52491,443,44.649554,32285,723.0755317,36193,810.601602,8371.950254,91.49836203,139.7510204,114.0,54,0.844310865,0.937186399,0.654724107,193.9634542,13.9270763,23.25505674,23.0352925,0.644233,0.047338918,1.623515464,0.598883781,0.000664201,0.025772099,0.021312569,0.0207865,0.000203,0.061236995,0.819086127,1.209244145,Benign
52742,443,0.046455,55,1183.941449,66,1420.729738,30.25,5.5,60.5,60.5,55,0.0,1.0,0.090909091,0.000539517,0.0232275,0.0232275,0.0232275,0.0,0.0,1.0,1.0,0.0,0.0,0.046455,0.046455,0.046455,-10.0,-10.0,0.0,Benign
52742,443,44.890412,163,3.631064914,357,7.952700456,168.25,12.97112177,65.0,60.0,54,1.156415017,0.848037679,0.19955572,377.230735,19.42242866,33.65413675,44.863056,44.863056,-1.731336402,-0.577112134,0.577118611,9e-12,3e-06,0.027021,0.027021,0.027018,0.0,1.0,0.000111025,Benign
52491,443,91.338058,8090,88.57206051,7805,85.45178397,6158.022444,78.47306827,125.1574803,89.0,60,1.382288769,0.830316461,0.626994632,140.508574,11.85363126,78.94149242,81.961764,0.0,-0.764391481,6.659688556,0.150157172,0.001596206,0.039952545,0.034820536,0.026919,0.026899,0.593319079,0.19827362,1.147384557,Benign
52491,443,121.332889,53598,441.7433759,59634,491.4908109,8309.003436,91.15373517,136.2599278,89.0,54,1.555391922,0.902430686,0.668969496,1017.683019,31.90114448,57.25040046,55.498051,78.545984,0.164791842,-0.667549202,0.557221333,0.000819217,0.028621969,0.026188825,0.026823,0.026913,-0.066470809,-0.025301374,1.092907715,Benign
50196,443,33.217805,1875,56.44563209,4965,149.4680338,123393.75,351.2744653,213.75,76.0,68,1.176430515,0.414917719,1.643389312,170.411992,13.05419442,7.596665375,0.0664595,0.0,1.730525599,0.581932912,1.718411142,5.94175e-05,0.007708277,0.0095382,0.015238,7.6e-05,-2.21831683,1.227537662,0.808147945,Malicious
50200,443,33.394746,1807,54.11030825,4895,146.579944,141408.7733,376.043579,223.4,76.0,68,1.175927538,0.413249976,1.683274749,179.7711989,13.40787824,8.1664656,0.065083,0.0,1.812676649,0.609079636,1.641821431,5.47417e-05,0.007398762,0.010648444,0.015451,6.3e-05,-1.94730788,1.430704906,0.694820881,Malicious
50204,443,33.566749,1874,55.82905869,4896,145.8586293,126670.5598,355.9080778,218.3870968,76.0,68,1.200201167,0.42254477,1.629712025,177.9029519,13.33802654,7.962772194,0.069783,0.0,1.775297681,0.596997777,1.675048113,6.14037e-05,0.00783605,0.009673,0.015312,4e-06,-2.158868212,1.23391244,0.810095146,Malicious
50208,443,33.898975,1875,55.31140691,4964,146.4351061,123395.4521,351.2768882,213.71875,76.0,68,1.176155517,0.414825896,1.643640945,177.5982955,13.32660105,7.81039875,0.065632,0.0,1.743452825,0.586075828,1.706263851,0.000112165,0.010590821,0.0113229,0.0153745,7.2e-05,-1.147673107,1.062325613,0.93534524,Malicious
50212,443,33.78864,1807,53.47951264,4828,142.8882607,145520.371,381.4713239,228.7931034,76.0,68,1.201608828,0.421507708,1.667320029,188.0697403,13.71385213,8.584183138,0.063828,0.0,1.863886614,0.62594981,1.597572176,4.67137e-05,0.006834739,0.01186475,0.0153885,7e-06,-1.546693938,1.734923499,0.576054228,Malicious
50216,443,33.254292,1807,54.33885046,4896,147.2291156,141502.7789,376.1685512,223.4333333,76.0,68,1.175802705,0.413201297,1.683582953,178.3899001,13.3562682,8.127751733,0.0676315,0.0,1.810412935,0.608534631,1.643291852,5.2041e-05,0.007213942,0.010365778,0.015237,4.2e-05,-2.025753386,1.431086959,0.695938286,Malicious
50220,443,33.943987,1874,55.20859998,4963,146.211463,123398.5381,351.2812806,213.65625,76.0,68,1.17560705,0.414642789,1.644142311,178.1050495,13.34560038,7.825968938,0.068792,0.0,1.743760501,0.586408158,1.705296876,7.68267e-05,0.008765084,0.0102344,0.015168,2.1e-05,-1.688608959,1.16523693,0.856433633,Malicious
50224,443,91.16658,861688,9451.796919,1262796,13851.52322,4726.233299,68.74760577,162.0382885,165.0,68,-0.129242823,1.367877287,0.424267662,612.5137851,24.74901584,48.43406961,48.406305,0.0,0.003365541,1.957009924,0.510983612,0.000207049,0.014389214,0.011570999,0.007009,1.7e-05,0.951128923,0.802962494,1.24355847,Malicious
52491,443,112.359885,56840,505.8744943,60236,536.0988043,8218.834998,90.65779061,135.8190255,89.0,54,1.549310607,0.902504076,0.667489626,1127.622569,33.58009186,34.36957621,25.3957995,72.245557,0.801705077,-1.127929636,0.977029558,0.001352228,0.036772658,0.031304765,0.026844,0.026952,0.363919687,0.118369598,1.17466648,Benign
443,52491,135.244217,69610,514.6985324,65101,481.3588443,8353.123128,91.39542181,136.6237323,89.0,54,1.563220497,0.904024847,0.668957145,903.7430492,30.06231942,50.51431046,44.1063295,20.505601,0.639469716,0.998216706,0.59512481,0.266141259,0.515888805,0.079059159,4.2e-05,2.1e-05,0.459501105,0.153207742,6.525351566,Benign
52491,443,121.185931,35194,290.4132494,37434,308.8972432,7686.456414,87.67243816,136.518797,114.0,54,0.770554491,0.941217089,0.642200489,1166.565407,34.15502024,56.05765245,62.002614,76.861315,-0.522174619,-0.609095307,0.609283813,0.000738135,0.027168645,0.027961833,0.0269115,0.026917,0.115979284,0.038457322,0.971633178,Benign
52491,443,98.552574,78615,797.6960602,81323,825.1737798,7709.702597,87.80491215,135.4259102,89.0,54,1.586217984,0.927350284,0.648361248,707.6147813,26.6010297,54.34677114,56.887361,29.662668,-0.2865216,0.927937881,0.489468448,0.000778131,0.027894992,0.022305926,0.020144,3.5e-05,0.232506873,0.79838438,1.250564184,Benign
443,52491,33.056349,13565,410.3598979,11354,343.4741084,9409.971879,97.00500955,139.994382,89.0,54,1.577064388,0.886494238,0.692920731,102.984047,10.14810559,12.20385177,7.854821,33.028679,1.285667773,-2.052090122,0.831549398,0.000428867,0.020709093,0.012647657,4.1e-05,2e-05,1.826249576,0.609763906,1.637385666,Benign
54640,443,114.906691,57076,496.7160703,68354,594.865272,17033.21637,130.5113649,146.5303738,114.0,54,0.747759565,0.708983267,0.890677895,1178.686214,34.33199985,46.67888605,49.605084,0.054805,-0.255697131,1.358035688,0.735493127,0.001067014,0.032665175,0.024943528,0.025127,0.02696,-0.016850201,-0.061731541,1.309565139,Benign
54640,443,96.750105,42044,434.5628359,44920,464.2889018,7899.639299,88.87991505,133.7907692,89.0,54,1.51184109,0.897736785,0.664320233,488.384424,22.09942135,39.33141866,35.985846,1.445943,0.454162026,1.714319803,0.561877047,0.001700283,0.041234491,0.033548622,0.026931,0.026952,0.48146264,0.159978264,1.229096392,Benign
54640,443,105.519335,61248,580.4433851,63497,601.7570145,8029.012746,89.6047585,135.1516793,89.0,54,1.545175058,0.905662608,0.662994045,670.7840598,25.89949922,53.89671554,56.66998,26.271622,-0.321233754,1.066626552,0.480539472,0.001150818,0.033923715,0.028697653,0.026865,0.026891,0.162068327,0.05325635,1.18210765,Benign
54640,443,110.614927,27297,246.7750126,29436,266.1123666,7805.691446,88.34982425,135.0785714,89.0,54,1.564640512,0.917699295,0.654062471,1472.847013,38.377689,55.28207695,41.5251305,22.906544,1.075386257,0.843602984,0.694215759,0.000800653,0.028295806,0.027008628,0.0268555,0.026912,0.016235046,0.00341492,1.047658044,Benign
54640,443,121.772998,67491,554.2361698,73742,605.569389,9569.621606,97.82444278,141.3743744,114.0,54,0.839494924,0.893175283,0.691953144,1079.693003,32.85868231,53.07471368,52.747025,20.96734,0.029917999,0.977135156,0.619102394,0.001651844,0.040642882,0.028947976,0.026839,0.026905,0.155671251,0.050266516,1.403997352,Benign
54640,443,121.676184,38991,320.4489056,41627,342.1129644,8195.51717,90.52909571,135.492437,89.0,54,1.540690425,0.90017951,0.668148701,1185.211522,34.42690115,67.15719193,70.625962,89.831993,-0.302272637,-0.658636134,0.512631636,0.00101741,0.03189687,0.029558617,0.0269335,0.027005,0.246900452,0.080058551,1.079105616,Benign
54640,443,121.249908,72213,595.5715859,80570,664.4953496,10462.64687,102.2870807,139.9111722,89.0,54,1.493184823,0.839902474,0.731085867,1071.717512,32.73709687,50.99465048,45.521087,15.505021,0.50159275,1.084079924,0.641971198,0.001160516,0.034066342,0.028370153,0.026885,0.026986,0.130787731,0.040631107,1.200781038,Benign
50172,443,33.215159,1874,56.42002195,4963,149.4197273,123398.5381,351.2812806,213.65625,76.0,68,1.17560705,0.414642789,1.644142311,170.5877277,13.06092369,7.609841313,0.0706335,0.0,1.731701675,0.582641894,1.716320112,7.73902e-05,0.008797172,0.0105613,0.015285,6.7e-05,-1.61086996,1.19291746,0.832962981,Malicious
50176,443,34.117514,1807,52.96399966,4897,143.5333184,141596.8489,376.2935674,223.4666667,76.0,68,1.175677817,0.413152602,1.683891262,187.7628158,13.70265725,8.413205367,0.071341,0.0,1.826331393,0.613983493,1.628708281,5.40513e-05,0.007351956,0.010487889,0.015274,2.3e-05,-1.9529949,1.423415528,0.700994878,Malicious
50180,443,33.391113,1807,54.11619553,4827,144.5594221,145422.1141,381.3425155,228.7586207,76.0,68,1.201743429,0.421559659,1.667008283,183.7988576,13.55724373,8.452545483,0.06211,0.0,1.856668431,0.623470792,1.603924375,6.29645e-05,0.00793502,0.010993889,0.015363,3.4e-05,-1.651833626,1.381204898,0.721766462,Malicious
50184,443,33.829179,1806,53.3858655,4828,142.7170314,145522.8728,381.474603,228.7586207,76.0,68,1.201327319,0.421413692,1.667585693,188.3182581,13.72290997,8.589040483,0.066165,0.0,1.86320733,0.625890609,1.597723285,5.87464e-05,0.007664617,0.010779889,0.015271,2.4e-05,-1.75786121,1.403317159,0.711010783,Malicious
50188,443,33.305931,1875,56.29627948,4964,149.0425234,123395.4521,351.2768882,213.71875,76.0,68,1.176155517,0.414825896,1.643640945,171.5706704,13.09849878,7.63572425,0.068343,0.0,1.73318669,0.582946518,1.715423233,5.67463e-05,0.007533016,0.0094948,0.0153105,9e-06,-2.316084266,1.259230023,0.793383333,Malicious
50192,443,33.942944,1807,53.23639576,4897,144.2715163,141596.8489,376.2935674,223.4666667,76.0,68,1.175677817,0.413152602,1.683891262,185.8068145,13.63109733,8.351206233,0.0663445,0.0,1.82337376,0.612658396,1.632230956,5.14404e-05,0.007172198,0.010278333,0.015261,2.5e-05,-2.084158844,1.429594283,0.697797767,Malicious
17549,35384,52.21148039186674,11765,304.5996446186472,10187,258.67131844592507,8341.17139637977,90.91421749438682,135.11801844807138,89.0,55,1.513048547732221,0.8680305944624025,0.6712531596441529,115.31702860667615,10.708651408947272,34.13814809329307,32.21114572984928,22.173323232296106,0.6118859803027009,0.8111626565681975,0.607599931823115,0.0008125299417275722,0.0270337334029278,0.019935096196077157,0.0088748456504526,0.00885417431499797,1.4210290347307906,0.4745216382276733,1.4763396742797603,Benign
34274,16917,92.07330414789922,69082,882.3826882104285,72064,888.3479830810797,8353.049968124473,91.38776271894649,139.0547349253904,114.0,73,0.8225663148624432,0.7118764539801548,0.6572015795679781,863.8660515804775,28.541538691699436,46.696977574229344,39.77509087999094,11.336212687344727,0.3028359588923255,1.2879755019674506,0.6011669638448554,0.026173237344418676,0.10572565981546586,0.021891531079133338,0.012973313503484792,0.0181097289131041,0.15579666060738354,-0.2017966939564243,4.235792188866301,Benign
53023,443,121.30733012981959,36134,297.85084290017306,38472,317.12230179221683,7812.512823249311,88.37981933005416,136.26464412203367,107.809363235942,54,0.9612597640537017,0.9310551391893866,0.6486259272067508,1171.1826600010343,34.22234487827566,58.806181136760046,64.13797460632264,80.07318524326233,-0.4677212872296631,-0.6213628775979215,0.5853502721895023,0.0008072906032912919,0.028339473940549528,0.02835723738938638,0.02691694776035237,0.026938791041409484,0.14839869983256856,0.04875884590709584,0.9982460910322298,Benign
51559,443,97.25700313108399,62089,639.7321156973161,64970,669.541403359266,7590.212005006664,87.11243588773004,135.56494055451603,99.29052756843603,54,1.2469810563287738,0.9365506682146824,0.6426046002780312,670.6271327375291,25.896469459125928,46.90593389744636,50.4492072680202,6.659014745225804,-0.4104764672128212,1.5541619737383483,0.5550162525859184,0.0010737466979866765,0.0327626553555085,0.027847904770245957,0.026856292630519016,0.026836381045982915,0.09012832135866795,0.030663469018232165,1.1764399424637648,Benign
52543,443,35.288793350513444,25854,2896.6470833418034,30137,10672.495714370612,55866.51179179875,174.04533336062775,184.2182478874443,117.26091878668441,54,0.9557542266888475,0.8692033395295828,0.8069054351449675,153.15728715083148,11.003947269537715,18.376964722511023,18.20189713768313,0.5271992558914679,0.1785470534811875,1.1549296710135413,0.5736842917940499,0.0005570497332518366,0.022968357661099024,0.019608055613685192,0.01869246418430559,0.0001651312657030197,0.16893010569132433,0.8696969614147789,1.1530339612700187,Benign
54285,443,120.26954928577936,71280,592.4200096559015,79583,661.465806483338,10283.576058589364,101.36630699674534,139.83933606605117,91.28015257621726,54,1.431562249359484,0.8475118911131041,0.7248449730199059,1075.9511099596502,32.80107205390203,51.05841044486067,44.55078248175503,15.302170691888747,0.593406108937567,1.089978988541806,0.6424169604409562,0.001092159670741995,0.03280841930940929,0.02759989237807547,0.026190283113078125,0.026979797984992688,0.12772422398008623,0.005465924151956639,1.1840678427595506,Benign
52716,443,115.93546918504437,67160,578.4871668225975,75223,648.0724614293474,9491.919668841974,97.29564701620077,139.52175480304487,101.36050761756454,54,1.1591342428580533,0.8811524583970035,0.6972545267704171,1094.6674761277413,33.08390074453196,51.34028767093895,40.261151101753555,14.40538722777495,0.9993049357453503,1.1160582367524146,0.6443876371911892,0.0007899623198142516,0.027247253154134878,0.024194637561202905,0.023119000539080437,0.026952379419280224,0.11418072748143435,-0.14999627250079803,1.1101802688943916,Benign
52727,443,5.282752216729127,517,1924.8147084229076,511,2308.5784314524108,382.95698354080184,9.70023932423113,64.22160439186861,62.14042466047436,55,0.07956282752857365,0.9902332258999241,0.12176551000281192,8.08767106425707,0.6950037449805282,4.556497845518919,4.73034093257723,0.0,-0.04399742581364631,1.325764655363752,0.9510841006112817,9.18756380911277e-05,0.0022996189497091813,0.02745108279606551,0.026996280181678635,0.026995129006478304,-9.3902616893521,-9.413000016122346,0.06604203236316672,Benign
51706,443,104.57649412096508,59304,573.2056054202524,62543,604.2506130281047,7883.613209755323,88.76510126153387,135.75358366875648,94.85612452979144,54,1.377751677015456,0.9215046540364161,0.6538612890319587,921.7407112461112,30.118482535344917,39.18768051722105,35.943802577415184,40.37450154025881,0.2450674006558805,0.1381007790126203,0.7957582959355622,0.0012176389422873918,0.03482855664414672,0.029646762355694092,0.026848504711176762,0.026893438754702084,0.2320519230569185,0.07618082322626199,1.1747931380632148,Benign
52742,443,0.035590534373717675,55,1660.3271816965594,66,1992.3926177943406,30.25,5.5,60.5,60.5,55,0.0,1.0,0.090909091,0.000340002096207143,0.017795267186858837,0.017795267186858837,0.017795267186858837,0.0,0.0,1.0,1.0,0.0,0.0,0.035590534373717675,0.035590534373717675,0.035590534373717675,-10.0,-10.0,0.0,Benign
46869,6287,43.56149622412523,1667,49.305011609925884,1591,45.6303511631574,1206.0567111228065,22.407775874252422,73.42155541522625,63.25657870000931,54,1.203652181888652,0.8523561897212087,0.2549585471087054,346.4339790452104,18.380960971490797,31.245359468103533,40.707186006002104,43.53410496323862,-1.3925394525467534,-0.7427459925759787,0.6056901241576139,4.815997824233391e-05,0.002328207635317648,0.02540693370131973,0.023991258850818927,0.023986237526108577,0.2050801886242286,0.9561781189070611,0.1839701188602063,Benign
50749,443,100.49249456349715,62199,622.2424474267881,66901,667.6990438236371,7834.226309569437,88.46883006792899,136.88433675228262,106.21098015062495,54,1.0453229898445726,0.9371914088350839,0.6461575885578926,827.6376953516251,28.542574710017778,47.391299332109014,43.92346802590964,5.630900122647217,0.247581928662987,1.4952208152355142,0.5999733922168418,0.0008280230377014316,0.028181859378411812,0.024922371553007906,0.02419195871477993,0.026855687841204998,0.08031475734957232,-0.10499777940234359,1.1197090396178337,Benign
52712,443,10.733690588103475,995,1055.7098228033444,971,1264.41273182015,747.6100373663786,14.042739381936894,68.0692583084477,63.836409968186764,55,0.16182042202821809,0.9801356543523927,0.15366702583484898,16.449395898031973,1.40817757131713,9.261953315827792,9.615527498499484,0.0,-0.08948503006334897,1.6625628531603849,0.900511435693641,0.00018686307402384305,0.004677125241839663,0.045092988011785615,0.04416797876707029,0.04416563742674174,-8.759871741355836,-8.80611853459424,0.13432088678310028,Benign
52798,443,119.07168231430664,54691,461.5763235162518,60186,507.25796082634446,8268.967096277767,90.93224439049611,136.10145748285248,89.0,54,1.553930995431335,0.9028928239630436,0.6681150562104857,968.0793533216139,31.04295912918817,56.77085141221397,55.6656270989565,71.07118504938116,0.09529422450722795,-0.4195764939602951,0.5462564647126682,0.0008666331847604024,0.029380074578356896,0.026547566535701252,0.02682900565064622,0.02690985418299484,-0.033791613528458185,-0.014068272906997569,1.1056625637446535,Benign
50749,443,106.82368603108651,62068,583.5127848942743,68707,644.660531679941,8254.924940659323,90.82373569827342,138.30080816431385,111.13812758060966,54,0.9012354062412585,0.9284252161804486,0.6565963601228098,1011.3996094218338,31.639640179081553,50.1129114862179,38.20436499746557,10.470128355082531,1.0450508745270866,1.2760569382561051,0.6296318626357006,0.0005642527165890104,0.023179696949996813,0.02176107680832398,0.021077180347791255,0.026895105020644877,0.09099525723097818,-0.25677077601723103,1.0550759239082452,Benign
53311,443,69.83394185800522,30380,541.2325970745319,33613,602.7254472055397,8155.762869617534,90.29630717862968,137.967163771724,104.45545158290653,54,1.119319712682374,0.9297465746945226,0.6544715063265404,682.2180960716563,23.26187856971002,35.48239454198305,30.09437866060859,9.143581208635705,0.4398288220859842,1.3257589669417822,0.6352798081887315,0.0007162959088243695,0.02673560474608231,0.02348722143648484,0.02310353457373361,0.010400013746885983,0.04405606375623715,0.507677593894377,1.1475534904190459,Benign
54422,443,99.22112111839085,41351,419.98604395112636,44162,448.57528143520904,7878.081675165224,88.75781175552677,134.06663467167337,91.52806690306976,54,1.4368802053351584,0.9021336296991125,0.6620834252915689,556.9638998965445,23.31851577201974,41.02282018230024,38.61673120422577,9.072147237435745,0.35543225166085335,1.4793698493326728,0.5666709460442468,0.0016029880194138096,0.03981211501054895,0.03298367094538663,0.026929028107815604,0.026948460706335702,0.4445039849629415,0.14768974113999764,1.2030610227971454,Benign
52720,443,3.897670342660776,4288,10185.675667541265,9831,43744.15973441201,215138.57089725687,450.8649453552528,333.3382030006109,128.19634450521755,54,1.3294773039235068,0.64122351372311,1.317242465454475,16.314624755687955,1.2012927205081119,2.018381024185192,1.9932027756073512,0.13472894338732416,0.6185509030344685,-0.4164633832653266,0.4891783103872481,0.00019772011027687826,0.013566067340122858,0.013892004174930098,0.011670157094665628,3.8139225100699536e-05,0.5300767914571956,1.0394193790829982,0.9645342380281231,Benign
52566,443,77.44877807494066,5719,63.17208082220105,5577,62.27716571568638,4366.895587708451,58.885964316986744,107.16853671666013,80.32810481231448,58,1.3147455447588527,0.8356156522101423,0.4991772028964713,211.29580740670403,14.116935320331955,65.39917512008016,70.8681051250155,13.41543860107814,-1.0535378605578227,4.4956617602120605,0.27783182193763395,0.001118891136141114,0.028006397860837026,0.03248823397570414,0.026949501148591168,0.026934584673356365,0.415898359484755,0.43801455574353565,0.8043143562720769,Benign
54640,443,98.56380144491139,41821,426.25956326333795,44680,455.3990132894125,7921.168262410597,88.99991439285928,133.91458766496115,89.0,54,1.513940254346208,0.8979145250147209,0.6645988038414491,539.0876585665166,22.99640584114187,41.35610557753361,38.506364980964406,7.877177718655927,0.3991215658020344,1.5416563950541182,0.5582938028459996,0.001650595107555064,0.04055505762375057,0.03325829724079184,0.02693118190751591,0.026955856439337303,0.46439519002175683,0.15416306541435648,1.2181826122113417,Benign
